tissue,cell_line,drug_name_A,drug_name_B,synergy
Liver,JHH-2,Lapatinib,Navitoclax,0
Liver,JHH-4,Lapatinib,Navitoclax,1
Liver,JHH-6,Lapatinib,Navitoclax,0
Liver,JHH-7,Lapatinib,Navitoclax,0
Liver,SK-HEP-1,Lapatinib,Navitoclax,0
Liver,SNU-182,Lapatinib,Navitoclax,0
Liver,SNU-398,Lapatinib,Navitoclax,1
Liver,SNU-423,Lapatinib,Navitoclax,0
Liver,SNU-449,Lapatinib,Navitoclax,0
Liver,HUH-1,Lapatinib,Navitoclax,0
Liver,C3A,Taselisib,Navitoclax,1
Liver,HLE,Taselisib,Navitoclax,0
Liver,HUH-7,Taselisib,Navitoclax,0
Liver,JHH-1,Taselisib,Navitoclax,1
Liver,JHH-2,Taselisib,Navitoclax,0
Liver,JHH-4,Taselisib,Navitoclax,1
Liver,JHH-6,Taselisib,Navitoclax,1
Liver,JHH-7,Taselisib,Navitoclax,0
Liver,SK-HEP-1,Taselisib,Navitoclax,0
Liver,SNU-182,Taselisib,Navitoclax,0
Liver,SNU-398,Taselisib,Navitoclax,0
Liver,SNU-423,Taselisib,Navitoclax,0
Liver,SNU-449,Taselisib,Navitoclax,0
Liver,HUH-1,Taselisib,Navitoclax,0
Liver,C3A,Trametinib,Olaparib,0
Liver,HLE,Trametinib,Olaparib,0
Liver,HUH-7,Trametinib,Olaparib,0
Liver,JHH-1,Trametinib,Olaparib,1
Liver,JHH-2,Trametinib,Olaparib,0
Liver,JHH-4,Trametinib,Olaparib,0
Liver,JHH-6,Trametinib,Olaparib,1
Liver,JHH-7,Trametinib,Olaparib,0
Liver,SK-HEP-1,Trametinib,Olaparib,1
Liver,SNU-182,Trametinib,Olaparib,0
Liver,SNU-387,Trametinib,Olaparib,1
Liver,SNU-398,Trametinib,Olaparib,1
Liver,SNU-423,Trametinib,Olaparib,0
Liver,SNU-449,Trametinib,Olaparib,1
Liver,HUH-1,Trametinib,Olaparib,1
Liver,C3A,Taselisib,Olaparib,0
Liver,HLE,Taselisib,Olaparib,1
Liver,HUH-7,Taselisib,Olaparib,0
Liver,JHH-1,Taselisib,Olaparib,0
Liver,JHH-2,Taselisib,Olaparib,0
Liver,JHH-4,Taselisib,Olaparib,1
Liver,JHH-6,Taselisib,Olaparib,1
Liver,JHH-7,Taselisib,Olaparib,0
Liver,SK-HEP-1,Taselisib,Olaparib,0
Liver,SNU-182,Taselisib,Olaparib,0
Liver,SNU-387,Taselisib,Olaparib,0
Liver,SNU-398,Taselisib,Olaparib,1
Liver,SNU-423,Taselisib,Olaparib,0
Liver,SNU-449,Taselisib,Olaparib,1
Liver,HUH-1,Taselisib,Olaparib,1
Liver,C3A,Navitoclax,Axitinib,0
Liver,HLE,Navitoclax,Axitinib,1
Liver,HUH-7,Navitoclax,Axitinib,1
Liver,JHH-1,Navitoclax,Axitinib,1
Liver,JHH-2,Navitoclax,Axitinib,1
Liver,JHH-4,Navitoclax,Axitinib,1
Liver,JHH-6,Navitoclax,Axitinib,1
Liver,JHH-7,Navitoclax,Axitinib,1
Liver,SK-HEP-1,Navitoclax,Axitinib,1
Liver,SNU-182,Navitoclax,Axitinib,1
Liver,SNU-387,Navitoclax,Axitinib,1
Liver,SNU-398,Navitoclax,Axitinib,0
Liver,SNU-423,Navitoclax,Axitinib,1
Liver,SNU-449,Navitoclax,Axitinib,1
Liver,HUH-1,Navitoclax,Axitinib,1
Liver,C3A,Navitoclax,Afatinib,1
Liver,HLE,Navitoclax,Afatinib,1
Liver,HUH-7,Navitoclax,Afatinib,1
Liver,JHH-1,Navitoclax,Afatinib,1
Liver,JHH-2,Navitoclax,Afatinib,1
Liver,JHH-4,Navitoclax,Afatinib,1
Liver,JHH-6,Navitoclax,Afatinib,0
Liver,JHH-7,Navitoclax,Afatinib,1
Liver,SK-HEP-1,Navitoclax,Afatinib,0
Liver,SNU-182,Navitoclax,Afatinib,1
Liver,SNU-387,Navitoclax,Afatinib,1
Liver,SNU-398,Navitoclax,Afatinib,0
Liver,SNU-423,Navitoclax,Afatinib,1
Liver,SNU-449,Navitoclax,Afatinib,1
Liver,HUH-1,Navitoclax,Afatinib,1
Liver,C3A,Trametinib,Afatinib,1
Liver,HLE,Trametinib,Afatinib,1
Liver,HUH-7,Trametinib,Afatinib,1
Liver,JHH-1,Trametinib,Afatinib,1
Liver,JHH-2,Trametinib,Afatinib,1
Liver,JHH-4,Trametinib,Afatinib,1
Liver,JHH-6,Trametinib,Afatinib,1
Liver,JHH-7,Trametinib,Afatinib,1
Liver,SK-HEP-1,Trametinib,Afatinib,1
Liver,SNU-182,Trametinib,Afatinib,1
Liver,SNU-387,Trametinib,Afatinib,1
Liver,SNU-398,Trametinib,Afatinib,1
Liver,SNU-423,Trametinib,Afatinib,1
Liver,SNU-449,Trametinib,Afatinib,0
Liver,HUH-1,Trametinib,Afatinib,1
Liver,C3A,Taselisib,Afatinib,0
Liver,HLE,Taselisib,Afatinib,0
Liver,HUH-7,Taselisib,Afatinib,0
Liver,JHH-1,Taselisib,Afatinib,1
Liver,JHH-2,Taselisib,Afatinib,1
Liver,JHH-4,Taselisib,Afatinib,1
Liver,JHH-6,Taselisib,Afatinib,1
Liver,JHH-7,Taselisib,Afatinib,1
Liver,SK-HEP-1,Taselisib,Afatinib,0
Liver,SNU-182,Taselisib,Afatinib,1
Liver,SNU-387,Taselisib,Afatinib,1
Liver,SNU-398,Taselisib,Afatinib,0
Liver,SNU-423,Taselisib,Afatinib,1
Liver,SNU-449,Taselisib,Afatinib,0
Liver,HUH-1,Taselisib,Afatinib,1
Liver,C3A,MK-1775,Nutlin-3a (-),0
Liver,HLE,MK-1775,Nutlin-3a (-),1
Liver,HUH-7,MK-1775,Nutlin-3a (-),1
Liver,JHH-1,MK-1775,Nutlin-3a (-),1
Liver,JHH-2,MK-1775,Nutlin-3a (-),1
Liver,JHH-4,MK-1775,Nutlin-3a (-),1
Liver,JHH-6,MK-1775,Nutlin-3a (-),1
Liver,JHH-7,MK-1775,Nutlin-3a (-),1
Liver,SK-HEP-1,MK-1775,Nutlin-3a (-),1
Liver,SNU-182,MK-1775,Nutlin-3a (-),1
Liver,SNU-387,MK-1775,Nutlin-3a (-),1
Liver,SNU-398,MK-1775,Nutlin-3a (-),1
Liver,SNU-423,MK-1775,Nutlin-3a (-),1
Liver,SNU-449,MK-1775,Nutlin-3a (-),0
Liver,HUH-1,MK-1775,Nutlin-3a (-),1
Liver,C3A,Lapatinib,PD173074,1
Liver,HLE,Lapatinib,PD173074,1
Liver,HUH-7,Lapatinib,PD173074,1
Liver,JHH-1,Lapatinib,PD173074,1
Liver,JHH-2,Lapatinib,PD173074,1
Liver,JHH-4,Lapatinib,PD173074,1
Liver,JHH-6,Lapatinib,PD173074,1
Liver,JHH-7,Lapatinib,PD173074,1
Liver,SK-HEP-1,Lapatinib,PD173074,0
Liver,SNU-182,Lapatinib,PD173074,1
Liver,SNU-387,Lapatinib,PD173074,0
Liver,SNU-398,Lapatinib,PD173074,1
Liver,SNU-423,Lapatinib,PD173074,1
Liver,SNU-449,Lapatinib,PD173074,1
Liver,HUH-1,Lapatinib,PD173074,1
Liver,C3A,Trametinib,MK-2206,0
Liver,HLE,Trametinib,MK-2206,0
Liver,HUH-7,Trametinib,MK-2206,1
Liver,JHH-1,Trametinib,MK-2206,1
Liver,JHH-2,Trametinib,MK-2206,1
Liver,JHH-4,Trametinib,MK-2206,1
Liver,JHH-6,Trametinib,MK-2206,1
Liver,JHH-7,Trametinib,MK-2206,1
Liver,SK-HEP-1,Trametinib,MK-2206,0
Liver,SNU-182,Trametinib,MK-2206,0
